http://www.w3.org/ns/prov#wasDerivedFrom	http://purl.org/dc/elements/1.1/format	WoCID	DOI	Citation	X	Y	Accuracy	Crayfish_scientific_name	Pathogen_symbiont_present	Year_of_observation	Contributor
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L151	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2541	10.3354/dao03275	Caprioli, R., Mrugała, A., Di Domenico, M., Curini, V., Giansante, C., Cammà, C., & Petrusek, A. (2018). Aphanomyces astaci genotypes involved in recent crayfish plague outbreaks in central Italy. Diseases of aquatic organisms, 130(3), 209-219.	41.915	14.323	High	Austropotamobius fulcisianus	Aphanomyces astaci	2013	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L152	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2542	10.3354/dao03275	Caprioli, R., Mrugała, A., Di Domenico, M., Curini, V., Giansante, C., Cammà, C., & Petrusek, A. (2018). Aphanomyces astaci genotypes involved in recent crayfish plague outbreaks in central Italy. Diseases of aquatic organisms, 130(3), 209-219.	41.901	14.329	High	Austropotamobius fulcisianus	Aphanomyces astaci	2013	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L153	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2543	10.1016/j.jip.2018.06.002	Minardi, D., Studholme, D. J., van der Giezen, M., Pretto, T., & Oidtmann, B. (2018). New genotyping method for the causative agent of crayfish plague (Aphanomyces astaci) based on whole genome data. Journal of invertebrate pathology, 156, 6-13.	46.37	13.1	High	Austropotamobius fulcisianus	Aphanomyces astaci	2013	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L154	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2544	10.1016/j.funbio.2013.10.007	Rezinciuc, S., Galindo, J., Montserrat, J., & Diéguez-Uribeondo, J. (2014). AFLP-PCR and RAPD-PCR evidences of the transmission of the pathogen Aphanomyces astaci (Oomycetes) to wild populations of European crayfish from the invasive crayfish species, Procambarus clarkii. Fungal biology, 118(7), 612-620.	36.8673	-4.8751	High	Austropotamobius fulcisianus	Aphanomyces astaci	2009	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L155	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2545	10.1016/j.funbio.2013.10.007	Rezinciuc, S., Galindo, J., Montserrat, J., & Diéguez-Uribeondo, J. (2014). AFLP-PCR and RAPD-PCR evidences of the transmission of the pathogen Aphanomyces astaci (Oomycetes) to wild populations of European crayfish from the invasive crayfish species, Procambarus clarkii. Fungal biology, 118(7), 612-620.	42.1151	2.3913	High	Austropotamobius fulcisianus	Aphanomyces astaci	2014	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L156	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2546	10.1016/j.funbio.2013.10.007	Rezinciuc, S., Galindo, J., Montserrat, J., & Diéguez-Uribeondo, J. (2014). AFLP-PCR and RAPD-PCR evidences of the transmission of the pathogen Aphanomyces astaci (Oomycetes) to wild populations of European crayfish from the invasive crayfish species, Procambarus clarkii. Fungal biology, 118(7), 612-620.	42.2433	2.5216	High	Austropotamobius fulcisianus	Aphanomyces astaci	2013	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L157	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2547	10.1016/j.funbio.2013.10.007	Rezinciuc, S., Galindo, J., Montserrat, J., & Diéguez-Uribeondo, J. (2014). AFLP-PCR and RAPD-PCR evidences of the transmission of the pathogen Aphanomyces astaci (Oomycetes) to wild populations of European crayfish from the invasive crayfish species, Procambarus clarkii. Fungal biology, 118(7), 612-620.	42.2102	2.4224	High	Austropotamobius fulcisianus	Aphanomyces astaci	2014	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L158	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2548	10.1016/j.funbio.2013.10.007	Rezinciuc, S., Galindo, J., Montserrat, J., & Diéguez-Uribeondo, J. (2014). AFLP-PCR and RAPD-PCR evidences of the transmission of the pathogen Aphanomyces astaci (Oomycetes) to wild populations of European crayfish from the invasive crayfish species, Procambarus clarkii. Fungal biology, 118(7), 612-620.	42.8642	-1.8228	High	Austropotamobius fulcisianus	Aphanomyces astaci	2014	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L159	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2549	10.1016/j.funbio.2013.10.007	Rezinciuc, S., Galindo, J., Montserrat, J., & Diéguez-Uribeondo, J. (2014). AFLP-PCR and RAPD-PCR evidences of the transmission of the pathogen Aphanomyces astaci (Oomycetes) to wild populations of European crayfish from the invasive crayfish species, Procambarus clarkii. Fungal biology, 118(7), 612-620.	42.8477	-1.7682	High	Austropotamobius fulcisianus	Aphanomyces astaci	2014	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L160	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2550	10.1016/j.funbio.2013.10.007	Rezinciuc, S., Galindo, J., Montserrat, J., & Diéguez-Uribeondo, J. (2014). AFLP-PCR and RAPD-PCR evidences of the transmission of the pathogen Aphanomyces astaci (Oomycetes) to wild populations of European crayfish from the invasive crayfish species, Procambarus clarkii. Fungal biology, 118(7), 612-620.	42.8263	-1.7508	High	Austropotamobius fulcisianus	Aphanomyces astaci	2014	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L161	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2551	10.1371/journal.pone.0219223	Martín-Torrijos, L., Kokko, H., Makkonen, J., Jussila, J., & Diéguez-Uribeondo, J. (2019). Mapping 15 years of crayfish plague in the Iberian Peninsula: The impact of two invasive species on the endangered native crayfish. PloS one, 14(8), e0219223.	42.03	2.66	High	Austropotamobius fulcisianus	Aphanomyces astaci	2014	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L162	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2552	10.1371/journal.pone.0219223	Martín-Torrijos, L., Kokko, H., Makkonen, J., Jussila, J., & Diéguez-Uribeondo, J. (2019). Mapping 15 years of crayfish plague in the Iberian Peninsula: The impact of two invasive species on the endangered native crayfish. PloS one, 14(8), e0219223.	42.01	-4.54	High	Austropotamobius fulcisianus	Aphanomyces astaci	2008	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L163	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2553	10.1371/journal.pone.0219223	Martín-Torrijos, L., Kokko, H., Makkonen, J., Jussila, J., & Diéguez-Uribeondo, J. (2019). Mapping 15 years of crayfish plague in the Iberian Peninsula: The impact of two invasive species on the endangered native crayfish. PloS one, 14(8), e0219223.	40.08	-2.14	High	Austropotamobius fulcisianus	Aphanomyces astaci	2009	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L164	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2554	10.1371/journal.pone.0219223	Martín-Torrijos, L., Kokko, H., Makkonen, J., Jussila, J., & Diéguez-Uribeondo, J. (2019). Mapping 15 years of crayfish plague in the Iberian Peninsula: The impact of two invasive species on the endangered native crayfish. PloS one, 14(8), e0219223.	42.3	2.98	High	Austropotamobius fulcisianus	Aphanomyces astaci	2005	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L165	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2556	10.1371/journal.pone.0219223	Martín-Torrijos, L., Kokko, H., Makkonen, J., Jussila, J., & Diéguez-Uribeondo, J. (2019). Mapping 15 years of crayfish plague in the Iberian Peninsula: The impact of two invasive species on the endangered native crayfish. PloS one, 14(8), e0219223.	40.63	-3.19	High	Austropotamobius fulcisianus	Aphanomyces astaci	2004	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L166	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2557	10.1371/journal.pone.0219223	Martín-Torrijos, L., Kokko, H., Makkonen, J., Jussila, J., & Diéguez-Uribeondo, J. (2019). Mapping 15 years of crayfish plague in the Iberian Peninsula: The impact of two invasive species on the endangered native crayfish. PloS one, 14(8), e0219223.	41.62	0.6399999999	High	Austropotamobius fulcisianus	Aphanomyces astaci	2009	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L167	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2558	10.1371/journal.pone.0219223	Martín-Torrijos, L., Kokko, H., Makkonen, J., Jussila, J., & Diéguez-Uribeondo, J. (2019). Mapping 15 years of crayfish plague in the Iberian Peninsula: The impact of two invasive species on the endangered native crayfish. PloS one, 14(8), e0219223.	42.78	-1.58	High	Austropotamobius fulcisianus	Aphanomyces astaci	2006	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L168	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2559	10.1371/journal.pone.0219223	Martín-Torrijos, L., Kokko, H., Makkonen, J., Jussila, J., & Diéguez-Uribeondo, J. (2019). Mapping 15 years of crayfish plague in the Iberian Peninsula: The impact of two invasive species on the endangered native crayfish. PloS one, 14(8), e0219223.	37.78	-3.81	High	Austropotamobius fulcisianus	Aphanomyces astaci	2011	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L169	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2560	10.1371/journal.pone.0219223	Martín-Torrijos, L., Kokko, H., Makkonen, J., Jussila, J., & Diéguez-Uribeondo, J. (2019). Mapping 15 years of crayfish plague in the Iberian Peninsula: The impact of two invasive species on the endangered native crayfish. PloS one, 14(8), e0219223.	41.41	2.1	High	Austropotamobius fulcisianus	Aphanomyces astaci	2011	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L170	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2561	10.1371/journal.pone.0219223	Martín-Torrijos, L., Kokko, H., Makkonen, J., Jussila, J., & Diéguez-Uribeondo, J. (2019). Mapping 15 years of crayfish plague in the Iberian Peninsula: The impact of two invasive species on the endangered native crayfish. PloS one, 14(8), e0219223.	43	-4.49	High	Austropotamobius fulcisianus	Aphanomyces astaci	2008	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L171	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2562	10.1371/journal.pone.0219223	Martín-Torrijos, L., Kokko, H., Makkonen, J., Jussila, J., & Diéguez-Uribeondo, J. (2019). Mapping 15 years of crayfish plague in the Iberian Peninsula: The impact of two invasive species on the endangered native crayfish. PloS one, 14(8), e0219223.	43.45	-5.69	High	Austropotamobius fulcisianus	Aphanomyces astaci	2015	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L172	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2563	10.1371/journal.pone.0219223	Martín-Torrijos, L., Kokko, H., Makkonen, J., Jussila, J., & Diéguez-Uribeondo, J. (2019). Mapping 15 years of crayfish plague in the Iberian Peninsula: The impact of two invasive species on the endangered native crayfish. PloS one, 14(8), e0219223.	41.99	2.82	High	Austropotamobius fulcisianus	Aphanomyces astaci	2014	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L173	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2564	10.1371/journal.pone.0219223	Martín-Torrijos, L., Kokko, H., Makkonen, J., Jussila, J., & Diéguez-Uribeondo, J. (2019). Mapping 15 years of crayfish plague in the Iberian Peninsula: The impact of two invasive species on the endangered native crayfish. PloS one, 14(8), e0219223.	42.72	-1.95	High	Austropotamobius fulcisianus	Aphanomyces astaci	2015	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L174	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2565	10.1371/journal.pone.0219223	Martín-Torrijos, L., Kokko, H., Makkonen, J., Jussila, J., & Diéguez-Uribeondo, J. (2019). Mapping 15 years of crayfish plague in the Iberian Peninsula: The impact of two invasive species on the endangered native crayfish. PloS one, 14(8), e0219223.	40.34	-1.11	High	Austropotamobius fulcisianus	Aphanomyces astaci	2017	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L175	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2566	10.1371/journal.pone.0219223	Martín-Torrijos, L., Kokko, H., Makkonen, J., Jussila, J., & Diéguez-Uribeondo, J. (2019). Mapping 15 years of crayfish plague in the Iberian Peninsula: The impact of two invasive species on the endangered native crayfish. PloS one, 14(8), e0219223.	40.08	-0.1599999998	High	Austropotamobius fulcisianus	Aphanomyces astaci	2017	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L176	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2567	10.1016/j.vetmic.2014.02.020	Grandjean, F., Vrålstad, T., Dieguez-Uribeondo, J., Jelić, M., Mangombi, J., Delaunay, C., ... & Petrusek, A. (2014). Microsatellite markers for direct genotyping of the crayfish plague pathogen Aphanomyces astaci (Oomycetes) from infected host tissues. Veterinary Microbiology, 170(3-4), 317-324.	42.3	2.98	Low	Austropotamobius fulcisianus	Aphanomyces astaci	2012	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L177	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2568	10.1016/j.vetmic.2014.02.020	Grandjean, F., Vrålstad, T., Dieguez-Uribeondo, J., Jelić, M., Mangombi, J., Delaunay, C., ... & Petrusek, A. (2014). Microsatellite markers for direct genotyping of the crayfish plague pathogen Aphanomyces astaci (Oomycetes) from infected host tissues. Veterinary Microbiology, 170(3-4), 317-324.	43	-4.49	Low	Austropotamobius fulcisianus	Aphanomyces astaci	2007	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L178	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2530	10.1371/journal.pone.0070157	Filipova, L., Petrusek, A., Matasova, K., Delaunay, C., & Grandjean, F. (2013). Prevalence of the crayfish plague pathogen Aphanomyces astaci in populations of the signal crayfish Pacifastacus leniusculus in France: evaluating the threat to native crayfish. PLoS One, 8(7), e70157.	44.55	4.87	Low	Austropotamobius pallipes	Aphanomyces astaci	2008	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L179	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2531	10.1371/journal.pone.0070157	Filipova, L., Petrusek, A., Matasova, K., Delaunay, C., & Grandjean, F. (2013). Prevalence of the crayfish plague pathogen Aphanomyces astaci in populations of the signal crayfish Pacifastacus leniusculus in France: evaluating the threat to native crayfish. PLoS One, 8(7), e70157.	46	0.8500000002	Low	Austropotamobius pallipes	Aphanomyces astaci	2001	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L180	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2532	10.1016/j.vetmic.2014.02.020	Grandjean, F., Vrålstad, T., Dieguez-Uribeondo, J., Jelić, M., Mangombi, J., Delaunay, C., ... & Petrusek, A. (2014). Microsatellite markers for direct genotyping of the crayfish plague pathogen Aphanomyces astaci (Oomycetes) from infected host tissues. Veterinary Microbiology, 170(3-4), 317-324.	46.62	-4.00E-02	Low	Austropotamobius pallipes	Aphanomyces astaci	2009	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L181	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2533	10.1051/kmae/2015037	Collas, M., Becking, T., Delpy, M., Pflieger, M., Bohn, P., Reynolds, J., & Grandjean, F. (2016). Monitoring of white-clawed crayfish (Austropotamobius pallipes) population during a crayfish plague outbreak followed by rescue. Knowledge and management of aquatic ecosystems, (417), 1.	47.426	7.264	High	Austropotamobius pallipes	Aphanomyces astaci	2014	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L182	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2534	10.3391/ai.2017.12.4.10	Grandjean, F., Roques, J., Delaunay, C., Petrusek, A., Becking, T., & Collas, M. (2017). Status of Pacifastacus leniusculus and its role in recent crayfish plague outbreaks in France: improving distribution and crayfish plague infection patterns. Aquatic Invasions, 12(4), 541-549.	48.238	-6.97E-02	Low	Austropotamobius pallipes	Aphanomyces astaci	2014	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L183	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2535	10.3391/ai.2017.12.4.10	Grandjean, F., Roques, J., Delaunay, C., Petrusek, A., Becking, T., & Collas, M. (2017). Status of Pacifastacus leniusculus and its role in recent crayfish plague outbreaks in France: improving distribution and crayfish plague infection patterns. Aquatic Invasions, 12(4), 541-549.	45.585	4.127	Low	Austropotamobius pallipes	Aphanomyces astaci	2014	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L184	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2536	10.3391/ai.2017.12.4.10	Grandjean, F., Roques, J., Delaunay, C., Petrusek, A., Becking, T., & Collas, M. (2017). Status of Pacifastacus leniusculus and its role in recent crayfish plague outbreaks in France: improving distribution and crayfish plague infection patterns. Aquatic Invasions, 12(4), 541-549.	44.982	4.616	Low	Austropotamobius pallipes	Aphanomyces astaci	2014	Mihaela C. Ion
